,title
4696,ESA's CHEOPS Planet-Hunting Satellite Blasts Off After Technical Glitch Causes Delay - NDTV
4697,Hrithik Roshan: Deeply saddened by the unrest across various educational institutions of our country - Times of India
4698,Timeline for Speech Evolution Pushed Back 27 Million Years - The Wire
4699,Donald Trump faces historic rebuke as US House votes on impeachment today - Livemint
4700,"Citizenship Act protests LIVE updates: Kamal Haasan meets agitating Madras university students, promises ‘voicing’ their views - The Indian Express"
4701,"Reliance Jio Fiber data vouchers launched, priced between Rs 101 and Rs 4,001 - Hindustan Times"
4702,India Should Take Urgent Action To Tackle Air Pollution: UN Body Official - NDTV News
4703,U.S. House starts historic session to impeach President Donald Trump - The Hindu
4704,"Turned 30? 6 medical tests you should undergo, apart from cholesterol and blood sugar - Times of India"
4705,FADA moves Supreme Court for selling BS 4 vehicles after April 2020 - Livemint
4706,"Situation along LoC can escalate any time, we are prepared, says Army Chief Bipin Rawat - Times of India"
4707,"Redmi 9 Leak Tips MediaTek Helio G70 SoC, Might Launch in Q1 Next Year - NDTV"
4708,'Street Dancer 3d' trailer: Dance battle takes patriotic turn - Free Press Journal
4709,"Victory for principles of good governance, minority shareholder rights: Cyrus Mistry on NCLAT verdict - Times of India"
4710,Bigg Boss 13: Sidharth Shukla decides to cut off all ties with Shehnaz Gill - Free Press Journal
4711,Situation along LoC can escalate any time: Army chief Bipin Rawat - Times of India
4712,"CAA protests: Hrithik Roshan expresses concern over ‘unrest’, Ananya Panday says ‘I am not that well... - Hindustan Times"
4713,'Your Job is to Douse Fire': Mamata Banerjee to Amit Shah as She Leads Another Mega March Against CAA - News18
4714,"""One That Saved Constitution"": Kanhaiya Kumar On Citizenship Act Protests - NDTV News"
4715,IPL Auction 2020: A look at what the 8 franchises need - India Today
4716,NASA’s Juno Spacecraft Discovered New Cyclone On Jupiter’s South Pole - Mashable India
4717,Samsung Galaxy S11+ to have a 108MP Bright HM1 sensor with Nonacell tech - GSMArena.com news - GSMArena.com
4718,"ISL 2019-20 HIGHLIGHTS, NorthEast United FC vs Bengaluru FC: Serran and Chhetri Score, Bengaluru Beat NorthEast - News18"
4719,No question of refusing Sahitya Akademi award: Shashi Tharoor - Times of India
4720,CAA: Home ministry tweets fresh clarifications to allay fears - Times of India
4721,"Deepika Padukone, Meghna Gulzar cancel Chhapaak promotions in Delhi, say ‘it will be insensitive’ - Hindustan Times"
4722,"GST Council Meeting Highlights: Single rate of 28% on both state-run and private lotteries, effective from Mar 1, 2020 - Moneycontrol.com"
4723,"Post CAA, BJP-Linked WhatsApp Groups Mount a Campaign to Foment Communalism - The Wire"
4724,"That puppy in the window could make you sick as a dog, U.S. health agency warns - Thomson Reuters Foundation"
4725,Ozil deleted from China's FIFA & Pro Evolution Soccer video games after Uighur Muslim comments - Goal India
4726,Cyrus Mistry case: Legal options before Tata Sons after NCLAT verdict - Livemint
4727,Ruchi Soya resolution completed as Patanjali pays lenders - CNBCTV18
4728,"Citizenship Amendment Act protests Updates: 'These voices won't be silenced', says Kamal Haasan at meet with students protesting against CAA at Madras University - Firstpost"
4729,"This Danish girl chomped ‘chewing gum’ 5,700 yrs ago! - Free Press Journal"
4730,"India and Pakistan Came Close to Full-Blown War Twice in Last One Year, Reveal Army Sources - News18"
4731,[Exclusive] Huawei P40 and P40 Pro renders reveal design changes and a familiar camera module - 91mobiles
4732,"Nestle insulated from slowdown due to lower exposure to rural segment, may increase prices selectively : CMD Narayanan - Moneycontrol.com"
4733,"IPL Auction 2020 LIVE : - Auction Updates, Squads, Available purse, - SportsCafe"
4734,New Sensor Sticker Could Help Treat Swallowing Disorders Reliably - AZoSensors
4735,"In a first, GST Council votes on single tax rate for lotteries - Moneycontrol"
4736,"The CAA Challenge: Sarbananda Sonowal, Poster Boy of Anti-Migrant Movement, Faces Toughest Balancing Act - News18"
4737,Tihar administration issues notice to Nirbhaya case convicts to file mercy petition in 7 days - Times of India
4738,India should take urgent action to tackle air pollution: WHO - Free Press Journal
4739,Earth's Magnetic Field is Doing Something Very Strange - Futurism
4740,Bigg Boss 13: Sidharth Shukla compares Shefali Bagga's irritating acts with Imam Siddique - Times of India
4741,Tata Sons mulls legal recourse after losing round one to Mistry - Economic Times
4742,Sharad Pawar: Country needs alternative to BJP that stays in India - The Indian Express
4743,"People Need BJP Alternative That Stays in India, Says Sharad Pawar as Rahul Gandhi Away Amid CAA Unrest - News18"
4744,Indian scientists see new type of magnetic explosion on Sun - Gadgets Now
4745,"India-US 2+2 dialogue on Wednesday: Significance, agenda and key issues - Hindustan Times"
4746,Good Newwz: When Kareena Kapoor spat on Akshay Kumar during shoot - Hindustan Times
4747,Amit Shah in line of fire as Mamata Banerjee leads third CAA protest - Hindustan Times
4748,"India, US sign key defence pact, discuss cross-border terror at 2+2 meet - Hindustan Times"
4749,"Sampdoria vs. Juventus - Football Match Report - December 18, 2019 - ESPN India"
4750,Cristiano Ronaldo header for Juventus defies age and gravity - AS English
4751,China cites India to justify Internet curbs - Times of India
4752,Redmi 9 to launch in early 2020 with MediaTek Helio G70 chipset - GSMArena.com news - GSMArena.com
4753,Breast cancer survivors face other health risks after treatment - Reuters India
4754,Facebook acquires Spanish cloud video gaming company PlayGiga - CNBC
4755,"Jamia Teachers Take Out Peace March, Raise Voice Against Citizenship Law - NDTV News"
4756,"Before an asteroid wiped out dinosaurs, a huge volcano poisoned nearly everything on Earth - BGR"
4757,Pakistan trying to alter status of PoK - Times of India
4758,Player Ratings: Barcelona 0 – Real Madrid 0; 2019 La Liga - Managing Madrid
4759,The case that resulted in former Pak president Pervez Musharraf’s death sentence - Hindustan Times
4760,CAA needed as there is no Hindu nation: Nitin Gadkari - Times of India
4761,All You Need To Know Going Into Trade On Dec. 19 - BloombergQuint
4762,"In historic step, US House impeaches Donald Trump for abuse of power, obstruction - Times of India"
4763,Three answers and three questions from the Clásico draw - Managing Madrid
4764,"CONFIRMED: Deepika Padukone, Ananya Panday, Siddhant Chaturvedi come together for Valentine’s Day 2021 release - PINKVILLA"
4765,'Those in High Position...': Pervez Musharraf Sees 'Personnel Vendetta' Behind His Conviction - News18
4766,Cyrus Mistry's ouster was a vindictive act of one person: Nusli Wadia - Economic Times
4767,"'Fundamental right stops when someone's well-being is affected,' Bengaluru Police chief on imposing Sec 144 - The News Minute"
4768,‘Personal vendetta against me’: Ex-Pakistan president Musharraf on his death sentence - Hindustan Times
4769,"Rani Mukerji, Saif Ali Khan to have Hum Tum reunion in Bunty Aur Babli 2. See first pic - Hindustan Times"
4770,"India has robust domestic debate, says Mike Pompeo on citizenship law - Times of India"
4771,IPL Auction 2020: All eyes on RCB as 332 players go under the hammer - Times of India
4772,Rupee opens marginally lower at 70.99 per dollar - Moneycontrol.com
4773,Salman Khan’s Dabangg 3 song Hud Hud voluntarily edited to remove ‘objectionable’ scenes after prot... - Hindustan Times
4774,"Deepika Padukone, Siddhant Chaturvedi and Ananya Panday come together for Shakun Batra’s next - Times of India"
4775,"Sensex, Nifty open flat; Tata Group companies shares steady - Livemint"
4776,The Daily Fix: BJP is blaming Congress for CAA-NRC protests – but its own allies oppose the new law - Scroll.in
4777,Citizenship Amendment Act protests LIVE Updates: Uttar Pradesh imposes Section 144 to derail stir; several metro stations shut in Delhi - Firstpost
4778,Human DNA Extracted from 5700 Year Old Chewing Gum - NewsClick
4779,Three cups of filtered coffee a day can help you keep diabetes at bay - TheHealthSite
4780,"5,700-year-old 'Chewing Gum' Helps Recreate Image of Its Consumer - The Weather Channel"
4781,Delhi Metro closes 18 stations due to Citizenship Act protests - Livemint
4782,Wasim Jaffer appointed Kings XI Punjab batting coach - Hindustan Times
4783,"Anti-Citizenship Act protests: Sec. 144 imposed across Karnataka, U.P - The Hindu"
4784,Court that put Cyrus Mistry back in Bombay House has often had its rulings changed - Economic Times
4785,Facebook acquires video gaming company PlayGiga in bid to tap cloud gaming - Hindustan Times
4786,Impeachment Explained: What’s Next for Trump? A Senate Trial and No Chance to Appeal if Convicted - News18
4787,What is CAA and NRC: Know the difference - Times of India
4788,Explained | Donald Trump impeached. What next? - The Hindu
4789,US defers to 'robust debate' inside democratic India on Citizenship Act - Times of India
4790,"Airtel Xstream Box Available at Rs 2,249 for Airtel Thanks Customers - TelecomTALK"
4791,Australian State Declares Emergency as Wildfires Surround Sydney - News18
4792,IPL auction Live: 338 players to go under the hammer in Kolkata - Frontline
4793,"'Good Newwz' trailer 2: This Akshay Kumar, Kareena Kapoor, Kiara Advani and Diljit Dosanjh entertainer is - Times of India"
4794,"Lemon Water Helps With Weight Loss, But May Cause These Side Effects Too: Take Note Of Them, Says Luke Coutinho - NDTV News"
4795,"Sourav Ganguly's claim daughter's Instagram story on CAA protests ""not true"" is false - Alt News"
4796,Mardaani 2 Box Office Day 7 Morning Occupancy: Maintains The Consistent Run! - Koimoi
4797,"Filtered coffee helps prevent type 2 diabetes, says study - indiablooms"
4798,"Tamil Nadu: As Protests Against CAA Continue, AIADMK Says it Voted 'Under Pressure' - The Wire"
4799,"Kangana Ranaut Plays a Mother in Panga, First Look Out - News18"
4800,"Dabangg 3: Preity Zinta gives Salman Khan’s Say It Like Chulbul challenge a twist, Sonakshi Sinha showers... - Hindustan Times"
4801,Death penalty for Musharraf: The case reveals the friction between Pakistan’s military and judiciary - Scroll.in
4802,Keep Students Away From Politics: Education Minister Amid Citizenship Act Protests - NDTV News
4803,"Roundup 2019: Worst year for FMCG firms; Dabur, Nestle, among others, revenue growth falls - CNBCTV18"
4804,Suffering From Tuberculosis? Consume Green Tea - India.com
4805,"OnePlus 7 Pro, OnePlus 7T getting big price cuts on Amazon: Is it the right time to buy these OnePlus phones? - India Today"
4806,"CAA protests: Airtel, Vodafone Idea, Jio suspend mobile services in several parts of Delhi - Economic Times"
4807,"Citizenship Amendment Act protests LIVE Updates: Left leaders detained from Mandi House; over 1,000 people held near Red Fort - Firstpost"
4808,Dabangg 3 Awara song: Salman Khan and Saiee Manjrekar bring romance ka fasaana in new video - India Today
4809,IPL Auction 2020 Live Updates: Maxwell Goes to KXIP for Rs 10.75 Crores - News18
4810,NASA selects site on asteroid Bennu for sample collection mission - The Indian Express
4811,"YES Bank rebounds, jumps 11% from intraday low - Economic Times"
4812,"CAA Row: HC Asks Delhi Police, Centre to Respond on Jamia Incident - The Quint"
4813,"PUBG Mobile to bring drones, similar to Call of Duty Mobile game - BGR India"
4814,Spotify tests 'Tastebuds' feature that highlights your friends' favorite tracks - Engadget
4815,"Consumers will be back soon, say FMCG companies - Economic Times"
4816,"Lawyers Chant 'Shame, Shame' as Delhi HC Declines Interim Protection to Protesting Students - News18"
4817,"Closing Bell: Sensex, Nifty end at record close for third session; metal, IT stocks rally - CNBCTV18"
4818,Facebook acquires cloud gaming service PlayGiga - The Verge
4819,Gold artifacts found in Bronze Age tombs could shed new light on Greek civilisation - Deccan Chronicle
4820,Delhi HC denies interim protection to students from arrest in Jamia incident - Hindustan Times
4821,"Nirbhaya case: Delhi HC dismisses plea of convict claiming juvenility in 2012, imposes cost on lawyer - Times of India"
4822,Delhi HC Refuses to Give Jamia Students Interim Protection from Arrest - The Wire
